"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"028021","Candiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2192,"e","dato stimato"
"064016","Candida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1101,"e","dato stimato"
"015046","Canegrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12491,"e","dato stimato"
"005017","Canelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10021,"e","dato stimato"
"084011","Canicattì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",34449,"e","dato stimato"
"089005","Canicattini Bagni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6517,"e","dato stimato"
"056012","Canino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5029,"e","dato stimato"
"065024","Cannalonga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",951,"e","dato stimato"
"006028","Cantalupo Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",445,"e","dato stimato"
"094005","Cantalupo nel Sannio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",716,"e","dato stimato"
"005018","Cantarana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",981,"e","dato stimato"
"012030","Cantello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4723,"e","dato stimato"
"058017","Canterano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",368,"e","dato stimato"
"041008","Cantiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1999,"e","dato stimato"
"001054","Cantoira","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",625,"e","dato stimato"
"013041","Cantù","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",39715,"e","dato stimato"
"067009","Canzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1786,"e","dato stimato"
"013042","Canzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5062,"e","dato stimato"
"027005","Caorle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11108,"e","dato stimato"
"033010","Caorso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4707,"e","dato stimato"
"065025","Capaccio Paestum","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",22182,"e","dato stimato"
"082020","Capaci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11339,"e","dato stimato"
"053003","Capalbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3838,"e","dato stimato"
"050005","Capannoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6386,"e","dato stimato"
"046007","Capannori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",46253,"e","dato stimato"
"058018","Capena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10795,"e","dato stimato"
"019012","Capergnanica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2146,"e","dato stimato"
"066019","Capestrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",833,"e","dato stimato"
"013043","Capiago Intimiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5461,"e","dato stimato"
"102005","Capistrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",977,"e","dato stimato"
"066020","Capistrello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4793,"e","dato stimato"
"066021","Capitignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",621,"e","dato stimato"
"083008","Capizzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2844,"e","dato stimato"
"016050","Capizzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1211,"e","dato stimato"
"017035","Capo di Ponte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2317,"e","dato stimato"
"083009","Capo d'Orlando","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13031,"e","dato stimato"
"056013","Capodimonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1667,"e","dato stimato"
"061013","Capodrise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10007,"e","dato stimato"
"049004","Capoliveri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3899,"e","dato stimato"
"051006","Capolona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5209,"e","dato stimato"
"108052","Caponago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5140,"e","dato stimato"
"066022","Caporciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",202,"e","dato stimato"
"064017","Caposele","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3245,"e","dato stimato"
"092011","Capoterra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",23186,"e","dato stimato"
"017036","Capovalle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",338,"e","dato stimato"
"066023","Cappadocia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",575,"e","dato stimato"
"019013","Cappella Cantone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",555,"e","dato stimato"
"019014","Cappella de' Picenardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",422,"e","dato stimato"
"026007","Cappella Maggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4645,"e","dato stimato"
"068006","Cappelle sul Tavo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3987,"e","dato stimato"
"094006","Capracotta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",799,"e","dato stimato"
"048008","Capraia e Limite","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7870,"e","dato stimato"
"049005","Capraia Isola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",370,"e","dato stimato"
"019015","Capralba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2296,"e","dato stimato"
"058019","Capranica Prenestina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",306,"e","dato stimato"
"075013","Caprarica di Lecce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2280,"e","dato stimato"
"056015","Caprarola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5155,"e","dato stimato"
"004039","Caprauna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",88,"e","dato stimato"
"051007","Caprese Michelangelo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1341,"e","dato stimato"
"103018","Caprezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",174,"e","dato stimato"
"063014","Capri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6804,"e","dato stimato"
"083010","Capri Leone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4353,"e","dato stimato"
"022040","Capriana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",587,"e","dato stimato"
"017037","Capriano del Colle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4710,"e","dato stimato"
"006029","Capriata d'Orba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1764,"e","dato stimato"
"016051","Capriate San Gervasio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8144,"e","dato stimato"
"061014","Capriati a Volturno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1440,"e","dato stimato"
"001055","Caprie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2044,"e","dato stimato"
"096013","Caprile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",192,"e","dato stimato"
"016052","Caprino Bergamasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3035,"e","dato stimato"
"023018","Caprino Veronese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8698,"e","dato stimato"
"072014","Capurso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15212,"e","dato stimato"
"080021","Caraffa del Bianco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",457,"e","dato stimato"
"079017","Caraffa di Catanzaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1743,"e","dato stimato"
"004040","Caraglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6747,"e","dato stimato"
"004041","Caramagna Piemonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3059,"e","dato stimato"
"068007","Caramanico Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1779,"e","dato stimato"
"044010","Carassai","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",977,"e","dato stimato"
"036005","Carpi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",71869,"e","dato stimato"
"015050","Carpiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4126,"e","dato stimato"
"075015","Carpignano Salentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3637,"e","dato stimato"
"003036","Carpignano Sesia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2446,"e","dato stimato"
"035011","Carpineti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3895,"e","dato stimato"
"068008","Carpineto della Nora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",536,"e","dato stimato"
"058020","Carpineto Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4025,"e","dato stimato"
"069011","Carpineto Sinello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",480,"e","dato stimato"
"071012","Carpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3811,"e","dato stimato"
"094008","Carpinone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1036,"e","dato stimato"
"045003","Carrara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",59905,"e","dato stimato"
"024024","Carrè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3504,"e","dato stimato"
"006034","Carrega Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",86,"e","dato stimato"
"011009","Carro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",485,"e","dato stimato"
"011010","Carrodano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",473,"e","dato stimato"
"006035","Carrosio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",487,"e","dato stimato"
"004043","Carrù","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4371,"e","dato stimato"
"066025","Carsoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5007,"e","dato stimato"
"024025","Cartigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3666,"e","dato stimato"
"041010","Cartoceto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8010,"e","dato stimato"
"006036","Cartosio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",724,"e","dato stimato"
"028026","Cartura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4567,"e","dato stimato"
"015051","Carugate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15726,"e","dato stimato"
"069012","Carunchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",565,"e","dato stimato"
"016057","Carvico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4651,"e","dato stimato"
"022043","Carzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",510,"e","dato stimato"
"101004","Casabona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2312,"e","dato stimato"
"069013","Casacanditella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1169,"e","dato stimato"
"061018","Casagiove","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13013,"e","dato stimato"
"006037","Casal Cermelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1192,"e","dato stimato"
"061019","Casal di Principe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21298,"e","dato stimato"
"069014","Casalanguida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",818,"e","dato stimato"
"060017","Casalattico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",534,"e","dato stimato"
"003037","Casalbeltrame","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",988,"e","dato stimato"
"069015","Casalbordino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5791,"e","dato stimato"
"001060","Casalborgone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1866,"e","dato stimato"
"065026","Casalbuono","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1042,"e","dato stimato"
"019016","Casalbuttano ed Uniti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3606,"e","dato stimato"
"070012","Casalciprano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",462,"e","dato stimato"
"103019","Casale Corte Cerro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3358,"e","dato stimato"
"019017","Casale Cremasco-Vidolasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1809,"e","dato stimato"
"028027","Casale di Scodosia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4647,"e","dato stimato"
"012036","Casale Litta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2732,"e","dato stimato"
"006039","Casale Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",32204,"e","dato stimato"
"026009","Casale sul Sile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13168,"e","dato stimato"
"037011","Casalecchio di Reno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",35414,"e","dato stimato"
"006038","Casaleggio Boiro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",354,"e","dato stimato"
"023019","Casaleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5554,"e","dato stimato"
"019018","Casaletto Ceredano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1154,"e","dato stimato"
"019019","Casaletto di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",507,"e","dato stimato"
"098008","Casaletto Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2963,"e","dato stimato"
"019020","Casaletto Vaprio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1768,"e","dato stimato"
"037012","Casalfiumanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3333,"e","dato stimato"
"035012","Casalgrande","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",18937,"e","dato stimato"
"098009","Casalmaiocco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3183,"e","dato stimato"
"063017","Casalnuovo di Napoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",46992,"e","dato stimato"
"071013","Casalnuovo Monterotaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1357,"e","dato stimato"
"020011","Casaloldo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2578,"e","dato stimato"
"071014","Casalvecchio di Puglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1689,"e","dato stimato"
"020013","Castelbelforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3258,"e","dato stimato"
"042008","Castelbellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4919,"e","dato stimato"
"021018","Castelbello-Ciardes/Kastelbell-Tschars","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2335,"e","dato stimato"
"009020","Castelbianco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",319,"e","dato stimato"
"070013","Castelbottaccio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",245,"e","dato stimato"
"065030","Castelcivita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1441,"e","dato stimato"
"017041","Castelcovati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6864,"e","dato stimato"
"026011","Castelcucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2326,"e","dato stimato"
"082023","Casteldaccia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11585,"e","dato stimato"
"099021","Casteldelci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",373,"e","dato stimato"
"004047","Casteldelfino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",142,"e","dato stimato"
"019023","Casteldidone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",559,"e","dato stimato"
"042010","Castelfidardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",18419,"e","dato stimato"
"048010","Castelfiorentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17220,"e","dato stimato"
"059004","Castelforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4025,"e","dato stimato"
"054002","Bastia Umbra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21199,"e","dato stimato"
"082008","Baucina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1858,"e","dato stimato"
"012010","Bedero Valcuvia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",677,"e","dato stimato"
"017014","Bedizzole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12206,"e","dato stimato"
"022011","Bedollo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1480,"e","dato stimato"
"034003","Bedonia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3111,"e","dato stimato"
"016022","Bedulita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",702,"e","dato stimato"
"103009","Bee","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",789,"e","dato stimato"
"001024","Beinasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17406,"e","dato stimato"
"004016","Beinette","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3483,"e","dato stimato"
"079009","Belcastro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1231,"e","dato stimato"
"023007","Belfiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3293,"e","dato stimato"
"041005","Belforte all'Isauro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",737,"e","dato stimato"
"043004","Belforte del Chienti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1825,"e","dato stimato"
"006014","Belforte Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",498,"e","dato stimato"
"018013","Belgioioso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6386,"e","dato stimato"
"103010","Belgirate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",473,"e","dato stimato"
"076012","Bella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4696,"e","dato stimato"
"097008","Bellano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3420,"e","dato stimato"
"067006","Bellante","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6849,"e","dato stimato"
"099001","Bellaria-Igea Marina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",19455,"e","dato stimato"
"058012","Bellegra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2649,"e","dato stimato"
"004017","Bellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",100,"e","dato stimato"
"015016","Bellinzago Lombardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3822,"e","dato stimato"
"003016","Bellinzago Novarese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9407,"e","dato stimato"
"065158","Bellizzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13229,"e","dato stimato"
"061007","Bellona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5988,"e","dato stimato"
"065015","Bellosguardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",682,"e","dato stimato"
"108006","Bellusco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7413,"e","dato stimato"
"078013","Belmonte Calabro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1749,"e","dato stimato"
"060013","Belmonte Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",678,"e","dato stimato"
"094004","Belmonte del Sannio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",637,"e","dato stimato"
"057005","Belmonte in Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",636,"e","dato stimato"
"082009","Belmonte Mezzagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10858,"e","dato stimato"
"109003","Belmonte Piceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",574,"e","dato stimato"
"087007","Belpasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",27977,"e","dato stimato"
"078014","Belsito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",870,"e","dato stimato"
"101001","Belvedere di Spinello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1915,"e","dato stimato"
"004018","Belvedere Langhe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",330,"e","dato stimato"
"078015","Belvedere Marittimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8905,"e","dato stimato"
"042005","Belvedere Ostrense","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2093,"e","dato stimato"
"005008","Belveglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",308,"e","dato stimato"
"091007","Belvì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",556,"e","dato stimato"
"014006","Bema","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",116,"e","dato stimato"
"013021","Bene Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",351,"e","dato stimato"
"004019","Bene Vagienna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3650,"e","dato stimato"
"080008","Benestare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2454,"e","dato stimato"
"090008","Benetutti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1686,"e","dato stimato"
"004020","Benevello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",470,"e","dato stimato"
"096003","Benna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1133,"e","dato stimato"
"037005","Bentivoglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5704,"e","dato stimato"
"016023","Berbenno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2440,"e","dato stimato"
"014007","Berbenno di Valtellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4039,"e","dato stimato"
"034004","Berceto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1967,"e","dato stimato"
"017024","Bovegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2014,"e","dato stimato"
"017026","Brandico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1731,"e","dato stimato"
"016036","Branzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",644,"e","dato stimato"
