"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"058096","San Polo dei Cavalieri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2756,"e","dato stimato"
"035038","San Polo d'Enza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6138,"e","dato stimato"
"026074","San Polo di Piave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4884,"e","dato stimato"
"070071","San Polo Matese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",479,"e","dato stimato"
"001251","San Ponso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",238,"e","dato stimato"
"036038","San Possidonio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3483,"e","dato stimato"
"061080","San Potito Sannitico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1965,"e","dato stimato"
"064086","San Potito Ultra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1477,"e","dato stimato"
"061081","San Prisco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12110,"e","dato stimato"
"080076","San Procopio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",480,"e","dato stimato"
"036039","San Prospero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6072,"e","dato stimato"
"052030","San Quirico d'Orcia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2572,"e","dato stimato"
"093040","San Quirino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4233,"e","dato stimato"
"001252","San Raffaele Cimena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3141,"e","dato stimato"
"080077","San Roberto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1518,"e","dato stimato"
"098049","San Rocco al Porto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3345,"e","dato stimato"
"046027","San Romano in Garfagnana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1337,"e","dato stimato"
"065126","San Rufo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1608,"e","dato stimato"
"083082","San Salvatore di Fitalia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1119,"e","dato stimato"
"006154","San Salvatore Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3998,"e","dato stimato"
"062068","San Salvatore Telesino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3854,"e","dato stimato"
"069083","San Salvo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",19688,"e","dato stimato"
"063070","San Sebastiano al Vesuvio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8664,"e","dato stimato"
"006155","San Sebastiano Curone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",536,"e","dato stimato"
"001253","San Sebastiano da Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1866,"e","dato stimato"
"001254","San Secondo di Pinerolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3637,"e","dato stimato"
"034033","San Secondo Parmense","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5823,"e","dato stimato"
"076078","San Severino Lucano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1363,"e","dato stimato"
"043047","San Severino Marche","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11881,"e","dato stimato"
"071051","San Severo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",49328,"e","dato stimato"
"013248","San Siro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1672,"e","dato stimato"
"064087","San Sossio Baronia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1490,"e","dato stimato"
"079116","San Sostene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1401,"e","dato stimato"
"078128","San Sosti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1882,"e","dato stimato"
"061085","San Tammaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5717,"e","dato stimato"
"083090","San Teodoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1238,"e","dato stimato"
"025049","San Tomaso Agordino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",598,"e","dato stimato"
"068038","San Valentino in Abruzzo Citeriore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1833,"e","dato stimato"
"065132","San Valentino Torio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10814,"e","dato stimato"
"055030","San Venanzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2177,"e","dato stimato"
"026076","San Vendemiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9804,"e","dato stimato"
"095050","San Vero Milis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2422,"e","dato stimato"
"049018","San Vincenzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6447,"e","dato stimato"
"078135","San Vincenzo La Costa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1984,"e","dato stimato"
"066092","San Vincenzo Valle Roveto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2087,"e","dato stimato"
"063075","San Vitaliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6534,"e","dato stimato"
"093041","San Vito al Tagliamento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15187,"e","dato stimato"
"030105","San Vito al Torre","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1197,"e","dato stimato"
"069086","San Vito Chietino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5162,"e","dato stimato"
"074017","San Vito dei Normanni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",18103,"e","dato stimato"
"025051","San Vito di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1938,"e","dato stimato"
"030106","San Vito di Fagagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1666,"e","dato stimato"
"024096","San Vito di Leguzzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3558,"e","dato stimato"
"081020","San Vito Lo Capo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4814,"e","dato stimato"
"058100","San Vito Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3058,"e","dato stimato"
"079122","San Vito sullo Ionio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1613,"e","dato stimato"
"060070","San Vittore del Lazio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2404,"e","dato stimato"
"015201","San Vittore Olona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8186,"e","dato stimato"
"023079","San Zeno di Montagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1464,"e","dato stimato"
"017173","San Zeno Naviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4671,"e","dato stimato"
"015202","San Zenone al Lambro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4429,"e","dato stimato"
"018145","San Zenone al Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",543,"e","dato stimato"
"026077","San Zenone degli Ezzelini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7310,"e","dato stimato"
"075067","Sanarica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1483,"e","dato stimato"
"096059","Sandigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2559,"e","dato stimato"
"024091","Sandrigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8271,"e","dato stimato"
"004208","Sanfrè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3036,"e","dato stimato"
"004209","Sanfront","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2273,"e","dato stimato"
"001241","Sangano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3675,"e","dato stimato"
"012141","Sangiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1453,"e","dato stimato"
"078117","Sangineto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1243,"e","dato stimato"
"023072","Sanguinetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4148,"e","dato stimato"
"018138","Sannazzaro de' Burgondi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5087,"e","dato stimato"
"072040","Sannicandro di Bari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9604,"e","dato stimato"
"075070","Sannicola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5591,"e","dato stimato"
"008055","Sanremo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",52787,"e","dato stimato"
"051034","Sansepolcro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15125,"e","dato stimato"
"016191","Santa Brigida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",524,"e","dato stimato"
"078129","Santa Caterina Albanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1127,"e","dato stimato"
"079117","Santa Caterina dello Ionio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1923,"e","dato stimato"
"085017","Santa Caterina Villarmosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4673,"e","dato stimato"
"075072","Santa Cesarea Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2799,"e","dato stimato"
"080078","Santa Cristina d'Aspromonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",763,"e","dato stimato"
"018139","Santa Cristina e Bissone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1845,"e","dato stimato"
"082066","Santa Cristina Gela","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1006,"e","dato stimato"
"021085","Santa Cristina Valgardena/St. Christina in Gröden","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1982,"e","dato stimato"
"088010","Santa Croce Camerina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10979,"e","dato stimato"
"062069","Santa Croce del Sannio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",869,"e","dato stimato"
"070072","Santa Croce di Magliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3960,"e","dato stimato"
"050033","Santa Croce sull'Arno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",14702,"e","dato stimato"
"078130","Santa Domenica Talao","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1122,"e","dato stimato"
"083083","Santa Domenica Vittoria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",852,"e","dato stimato"
"084037","Santa Elisabetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2182,"e","dato stimato"
"053022","Santa Fiora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2490,"e","dato stimato"
"082067","Santa Flavia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11000,"e","dato stimato"
"018140","Santa Giuletta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1556,"e","dato stimato"
"095047","Santa Giusta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4619,"e","dato stimato"
"025048","Santa Giustina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6615,"e","dato stimato"
"028080","Santa Giustina in Colle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7115,"e","dato stimato"
"050034","Santa Luce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1629,"e","dato stimato"
"083086","Santa Lucia del Mela","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4379,"e","dato stimato"
"026075","Santa Lucia di Piave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9143,"e","dato stimato"
"064088","Santa Lucia di Serino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1383,"e","dato stimato"
"084038","Santa Margherita di Belice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6056,"e","dato stimato"
"018142","Santa Margherita di Staffora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",437,"e","dato stimato"
"010054","Santa Margherita Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8515,"e","dato stimato"
"050035","Santa Maria a Monte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13326,"e","dato stimato"
"061082","Santa Maria a Vico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",14277,"e","dato stimato"
"061083","Santa Maria Capua Vetere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",31906,"e","dato stimato"
"090087","Santa Maria Coghinas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1307,"e","dato stimato"
"078132","Santa Maria del Cedro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5002,"e","dato stimato"
"094045","Santa Maria del Molise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",635,"e","dato stimato"
"018143","Santa Maria della Versa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2232,"e","dato stimato"
"087047","Santa Maria di Licodia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7482,"e","dato stimato"
"027035","Santa Maria di Sala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17378,"e","dato stimato"
"069084","Santa Maria Imbaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2010,"e","dato stimato"
"063090","Santa Maria la Carità","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11682,"e","dato stimato"
"061084","Santa Maria la Fossa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2565,"e","dato stimato"
"042043","Santa Maria Nuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3942,"e","dato stimato"
"065127","Santa Marina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3228,"e","dato stimato"
"083087","Santa Marina Salina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",859,"e","dato stimato"
"081019","Santa Ninfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4770,"e","dato stimato"
"098051","Santo Stefano Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1847,"e","dato stimato"
"084040","Santo Stefano Quisquina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4070,"e","dato stimato"
"004214","Santo Stefano Roero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1331,"e","dato stimato"
"015200","Santo Stefano Ticino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4996,"e","dato stimato"
"027036","San Stino di Livenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12655,"e","dato stimato"
"010055","Sant'Olcese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5567,"e","dato stimato"
"065131","Santomenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",401,"e","dato stimato"
"067039","Sant'Omero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5079,"e","dato stimato"
"102036","Sant'Onofrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2784,"e","dato stimato"
"060069","Santopadre","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1186,"e","dato stimato"
"058099","Sant'Oreste","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3479,"e","dato stimato"
"024095","Santorso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5574,"e","dato stimato"
"022168","Sant'Orsola Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1115,"e","dato stimato"
"095049","Santu Lussurgiu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2215,"e","dato stimato"
"028084","Sant'Urbano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1905,"e","dato stimato"
"065133","Sanza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2376,"e","dato stimato"
"022169","Sanzeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",923,"e","dato stimato"
"028085","Saonara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10481,"e","dato stimato"
"083092","Saponara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3687,"e","dato stimato"
"065134","Sapri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6373,"e","dato stimato"
"078136","Saracena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3387,"e","dato stimato"
"058101","Saracinesco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",162,"e","dato stimato"
"024097","Sarcedo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5299,"e","dato stimato"
"076081","Sarconi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1399,"e","dato stimato"
"006157","Sardigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",380,"e","dato stimato"
"024098","Sarego","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6729,"e","dato stimato"
"021086","Sarentino/Sarntal","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7181,"e","dato stimato"
"006158","Sarezzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1108,"e","dato stimato"
"017174","Sarezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13129,"e","dato stimato"
"033042","Sarmato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2896,"e","dato stimato"
"026078","Sarmede","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2974,"e","dato stimato"
"043049","Sarnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3042,"e","dato stimato"
"016193","Sarnico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6745,"e","dato stimato"
"065135","Sarno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",30559,"e","dato stimato"
"022170","Sarnonico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",788,"e","dato stimato"
"012119","Saronno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",38442,"e","dato stimato"
"007066","Sarre","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4821,"e","dato stimato"
"092066","Sarroch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5028,"e","dato stimato"
"040044","Sarsina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3308,"e","dato stimato"
"052031","Sarteano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4467,"e","dato stimato"
"018146","Sartirana Lomellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1468,"e","dato stimato"
"091077","Sarule","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1526,"e","dato stimato"
"011027","Sarzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21650,"e","dato stimato"
"065136","Sassano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4643,"e","dato stimato"
"009055","Sassello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1683,"e","dato stimato"
"049019","Sassetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",471,"e","dato stimato"
"062072","Sassinoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",647,"e","dato stimato"
"076082","Sasso di Castalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",733,"e","dato stimato"
"037057","Sasso Marconi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",14747,"e","dato stimato"
"042044","Sassoferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6841,"e","dato stimato"
"036040","Sassuolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",40736,"e","dato stimato"
"079123","Satriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3364,"e","dato stimato"
"076083","Satriano di Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2273,"e","dato stimato"
"030107","Sauris","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",389,"e","dato stimato"
"001258","Sauze di Cesana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",243,"e","dato stimato"
"001259","Sauze d'Oulx","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1025,"e","dato stimato"
"073026","Sava","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15350,"e","dato stimato"
"101023","Savelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1046,"e","dato stimato"
"063076","Saviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15810,"e","dato stimato"
"004215","Savigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21609,"e","dato stimato"
"064096","Savignano Irpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1004,"e","dato stimato"
"036041","Savignano sul Panaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9563,"e","dato stimato"
"040045","Savignano sul Rubicone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",17842,"e","dato stimato"
"010057","Savignone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3015,"e","dato stimato"
"017175","Saviore dell'Adamello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",795,"e","dato stimato"
"083093","Savoca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1724,"e","dato stimato"
"030108","Savogna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",357,"e","dato stimato"
"031022","Savogna d'Isonzo-Sovodnje ob Soči","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1694,"e","dato stimato"
"076084","Savoia di Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1008,"e","dato stimato"
"068039","Scafa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3488,"e","dato stimato"
"065137","Scafati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",48045,"e","dato stimato"
"004216","Scagnello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",173,"e","dato stimato"
"065138","Scala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1496,"e","dato stimato"
"078137","Scala Coeli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",806,"e","dato stimato"
"018147","Scaldasole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",868,"e","dato stimato"
"078138","Scalea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11246,"e","dato stimato"
"001260","Scalenghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3190,"e","dato stimato"
"083094","Scaletta Zanclea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1836,"e","dato stimato"
"064097","Scampitella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1036,"e","dato stimato"
"101024","Scandale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2864,"e","dato stimato"
"035040","Scandiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",25686,"e","dato stimato"
"048041","Scandicci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",49390,"e","dato stimato"
