"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",57.719,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",53.798,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.406,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.679,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.132,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.637,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.673,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.033,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.036,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.791,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.167,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",53.988,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.511,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.084,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.777,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.632,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.99,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",57.928,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.137,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",55.757,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.635,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",58.35,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.588,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.273,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.075,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",55.207,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.323,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.39,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",55.96,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.945,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.884,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",50.175,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.861,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.478,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.902,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.459,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.268,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.035,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.198,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.809,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.31,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.464,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.095,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.014,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.949,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.019,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",55.095,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",54.506,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.427,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.929,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.425,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.494,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",53.104,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.519,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.138,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",50.325,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.941,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",56.983,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.24,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.982,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.052,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.615,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",54.117,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.651,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.722,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.613,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",47.928,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.111,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.758,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.905,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",47.372,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.138,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.12,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.247,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",54.439,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.551,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.731,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.259,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.4,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.412,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.548,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.452,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.575,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",42.52,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.349,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.16,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",59.125,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.131,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.74,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.708,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.193,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.538,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",51.281,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.536,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.525,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",44.455,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.18,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.004,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",57.003,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.888,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.143,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.563,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",55.856,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",57.17,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.828,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",50.302,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.784,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.215,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.089,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.093,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.349,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.592,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",59.335,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.569,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.485,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.496,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.328,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.358,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.571,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.763,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.14,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.357,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.672,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.546,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.777,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.605,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.144,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.265,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.301,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.758,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.786,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.271,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.719,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.055,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.809,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.517,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.069,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.709,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.236,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.603,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.163,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.917,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.158,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.305,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",57.368,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",55.795,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.368,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.954,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.079,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.735,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.018,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.368,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.588,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.07,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.259,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",44.076,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.257,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.073,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.036,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.035,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",48.045,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.328,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.459,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",52.844,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",54.08,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.624,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",58.555,,
